repo_owner,repo_name,username,date,total_additions,total_deletions,commit_count,pr_count,issue_count
znjeintc,mvp-frontend,kkgolznk,2021-10-03,4130,0,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-06-23,1162,59,2,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-11-13,75,36,3,0,0
pdurnsso,skku-shinhan-bank.github.io,qgdhkmlm,2021-11-09,921,757,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-12-28,54,48,2,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-09-04,84,8,7,1,0
pdurnsso,skku-shinhan-bank.github.io,qgdhkmlm,2021-11-22,5108,99,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2023-01-03,6,9,1,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-09-10,58,3,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-02-10,658,218,4,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-09-28,148,8,2,1,0
fpkvvltj,SKKU-OSP,wybglbir,2022-06-20,419,38,7,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-09-03,171,73,3,1,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-06-18,1471,9,1,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-09-29,43,28,4,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-12-01,187,172,2,0,0
jlrceqjv,2022spring_42class_team4,ysvczkmr,2022-05-23,0,0,1,0,0
jlrceqjv,2022spring_42class_team4,ysvczkmr,2022-05-01,0,0,1,0,0
msmfsezw,backend,iordbryv,2022-07-13,172,4,1,0,0
msmfsezw,backend,iordbryv,2022-12-12,2361,116,2,0,0
msmfsezw,backend,iordbryv,2022-12-18,76,31,2,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-09-15,162,3,2,1,0
msmfsezw,backend,iordbryv,2022-12-17,124,223,2,0,0
msmfsezw,cs-flow,iordbryv,2022-12-19,20,0,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-06,251,331,5,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-08-12,227,86,3,0,0
msmfsezw,frontend,pwiraumb,2022-12-20,27,19,5,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-02-11,1758,592,5,1,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-06-27,131,31,5,3,0
msmfsezw,frontend,pwiraumb,2022-12-19,7,7,1,0,0
fpkvvltj,GitHub_Crawl,wybglbir,2021-09-09,13,9,1,0,0
oxvviemn,kingo_front,lmpefzva,2022-11-15,186,66,6,0,0
oxvviemn,kingo_front,lmpefzva,2022-10-13,23906,22194,7,0,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-07-18,1226,369,14,3,0
oxvviemn,kingo_front,lmpefzva,2022-11-16,148,88,2,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-08-22,530,376,2,0,0
oxvviemn,kingo_front,lmpefzva,2022-10-15,174,100,9,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-08-09,156,182,5,0,0
oxvviemn,kingo_front,lmpefzva,2022-07-05,457,44,3,0,0
oxvviemn,kingo_front,lmpefzva,2022-11-02,261,242,14,0,0
oxvviemn,kingo_front,lmpefzva,2022-11-17,54,24,6,1,0
fpkvvltj,SKKU-OSP,xedzgfvf,2023-02-19,8151,2780,7,4,0
ovhmpear,skku-woongjin,syourzhy,2022-12-26,86,104,7,0,0
ovhmpear,skku-woongjin,syourzhy,2022-12-27,8,6,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-06-30,86,39,4,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2023-01-16,299,159,8,2,0
amlwhxcp,skkud-backend,brfrabfj,2022-09-27,5961,0,1,0,0
bbgdfyjw,clean-code-study,asvpyioe,2022-07-11,407,122,3,0,0
bbgdfyjw,codedang,yewgoqxc,2022-07-30,15,0,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-11,307,78,4,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-08-08,3278,2132,8,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-06-23,1215,64,2,0,0
bbgdfyjw,codedang,fovhdtqk,2023-01-18,6473,11,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-06-22,251,4,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-21,2176,981,9,0,0
bbgdfyjw,codedang,wkfqtpcc,2022-04-17,38,0,1,0,0
bbgdfyjw,codedang,fovhdtqk,2022-09-25,129,63,1,0,0
bbgdfyjw,codedang,fovhdtqk,2022-09-01,32,0,1,1,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-08-03,80,91,4,0,0
bbgdfyjw,codedang,fovhdtqk,2023-01-27,142,29,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-06-26,586,76,4,0,0
bbgdfyjw,codedang,fovhdtqk,2023-01-03,24,0,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-25,50,75,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-26,1094,1017,6,0,0
bbgdfyjw,codedang,yewgoqxc,2023-02-22,6,4,1,2,2
fpkvvltj,SKKU-OSP,wybglbir,2022-08-04,3244,2151,13,0,0
bbgdfyjw,codedang,sehqoxby,2022-07-29,77,0,1,0,0
bbgdfyjw,next,fovhdtqk,2022-07-06,633,23,1,0,0
bbgdfyjw,codedang,fovhdtqk,2022-03-28,20,0,1,1,0
fpkvvltj,SKKU-OSP,wybglbir,2022-06-29,311,214,4,0,0
bbgdfyjw,next,fovhdtqk,2023-01-13,72,0,1,0,0
bbgdfyjw,next,fovhdtqk,2022-06-18,153,286,1,0,0
bbgdfyjw,next,sehqoxby,2022-08-01,399,1,1,0,0
bbgdfyjw,next,tslajkif,2022-12-29,76,0,1,0,0
bbgdfyjw,next,fovhdtqk,2022-04-21,172,5,1,0,0
bbgdfyjw,next,fovhdtqk,2022-08-28,123,33,1,0,1
bbgdfyjw,next,sehqoxby,2023-01-17,205,11,1,0,0
bbgdfyjw,next,wkfqtpcc,2022-04-17,38,0,1,0,0
bbgdfyjw,next,sehqoxby,2023-02-02,73,86,2,0,0
bbgdfyjw,next,fovhdtqk,2022-03-31,165,93,1,0,2
bbgdfyjw,next,asvpyioe,2022-08-19,2232,72,1,0,0
bbgdfyjw,next,fovhdtqk,2022-07-03,23,0,1,0,1
bbgdfyjw,next,fovhdtqk,2022-09-13,120,12,1,0,0
bbgdfyjw,next,fovhdtqk,2023-01-03,24,0,1,0,0
bbgdfyjw,next,yewgoqxc,2022-08-02,931,68,2,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-11-08,105,106,4,0,0
tikgpruy,2021-2nd-OSSP-FinalProject,ivcshfyd,2021-11-26,162,157,4,0,0
bbgdfyjw,next,fovhdtqk,2022-03-10,79,0,2,0,1
tikgpruy,2021-2nd-OSSP-FinalProject,ivcshfyd,2021-11-27,781,539,2,0,0
ghkckamf,BOJ,ghkckamf,2021-08-11,422,0,2,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-07-28,332,156,6,0,0
bbgdfyjw,next,fovhdtqk,2022-03-25,1,1,1,1,1
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-05,21,3,1,0,0
ghkckamf,BOJ,ghkckamf,2021-08-23,1251,0,1,0,0
ghkckamf,BOJ,ghkckamf,2021-09-11,159,0,1,0,0
ghkckamf,BOJ,ghkckamf,2021-08-22,207,0,1,0,0
ghkckamf,BOJ,ghkckamf,2021-08-21,799,0,2,0,0
ghkckamf,BOJ,ghkckamf,2021-08-16,591,0,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-11,397,88,3,0,0
ghkckamf,BOJ,ghkckamf,2021-11-17,2550,0,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-08-30,67,40,1,0,0
ghkckamf,BOJ,ghkckamf,2021-08-09,287,0,1,0,0
ghkckamf,BOJ,ghkckamf,2021-07-17,51,0,1,0,0
fpkvvltj,SKKU-OSP,wybglbir,2022-06-15,315,28,4,0,0
ghkckamf,BOJ,ghkckamf,2021-08-24,288,0,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-08-31,54,54,1,0,0
bbgdfyjw,next,fovhdtqk,2022-09-30,22,0,1,0,0
bbgdfyjw,next,fovhdtqk,2022-08-10,0,18218,1,2,2
ghkckamf,BOJ,ghkckamf,2021-08-14,197,0,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-11-14,53,50,2,0,0
ghkckamf,BOJ,ghkckamf,2021-09-14,413,1,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-01-26,94,62,7,1,0
fpkvvltj,SKKU-OSP,otfgeisq,2022-06-15,412,55,2,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-19,20,67,2,0,0
ghkckamf,OSSP_Team9,ghkckamf,2022-11-26,20,4,1,0,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-11-28,13,10,2,0,0
ghkckamf,OSSP_Team9,ghkckamf,2022-11-30,1670,156,6,0,1
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-02-08,22469,33959,9,3,0
ghkckamf,OSSP_Team9,ghkckamf,2022-11-20,101,16,1,0,0
bbgdfyjw,skku-coding-platform,sehqoxby,2022-02-05,60,11,1,0,0
ghkckamf,OSSP_Team9,ghkckamf,2022-11-19,2281,276,1,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-08-12,179,89,2,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-03-21,422,230,23,1,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-07-14,114,35,2,0,0
nrcdefqr,2021fall_41class_team10,thwqqent,2021-12-01,71435,35464,1,0,0
nrcdefqr,2021fall_41class_team14,ppicncro,2021-11-28,15,8,7,0,0
nrcdefqr,2021fall_41class_team14,ppicncro,2021-11-25,4,3,11,0,0
fpkvvltj,SKKU-OSP,zypnwnqd,2022-07-12,297,154,2,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-07-04,57,348,4,1,0
fpkvvltj,SKKU-OSP,xedzgfvf,2022-09-02,76,32,2,0,0
nrcdefqr,2021fall_41class_team14,asvpyioe,2021-12-02,3,4,3,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-01-25,43,15,4,0,1
nrcdefqr,2021fall_41class_team6,vcqjzepb,2021-12-10,190572,4877,6,2,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-11-01,43596,35272,14,0,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-12-10,182207,28653,1,0,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-11-02,17788,2341,1,0,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-10-31,10532,4281,3,0,0
nrcdefqr,2021fall_41class_team6,lbfgdond,2021-12-10,2790,726,1,0,0
nrcdefqr,2021fall_41class_team6,lbfgdond,2021-12-02,1233678,1233328,3,0,0
nrcdefqr,2021fall_41class_team6,lbfgdond,2021-10-31,36571,33589,2,0,0
nrcdefqr,2021fall_41class_team6,dvzkrvad,2021-12-15,20592,19319,1,0,0
nrcdefqr,2021fall_41class_team7,vvmirkul,2021-11-05,2,1,4,0,0
nrcdefqr,2021fall_41class_team7,vvmirkul,2021-11-29,26,0,1,0,0
nrcdefqr,2021fall_41class_team7,vvmirkul,2021-12-16,9,9,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-02-16,3372,15835,6,3,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2022-01-05,304,97,21,0,0
bbgdfyjw,skku-coding-platform,kvmjcomv,2022-01-11,129,2,4,0,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-11-29,7,1,1,0,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-10-14,32,0,1,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-01-11,75,13,5,0,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-10-07,1,1,2,0,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-11-28,10,3,1,0,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-12-12,30,24,1,0,0
nrcdefqr,2022fall_41class_team10,fdiyeflw,2022-09-26,324,0,1,0,0
nrcdefqr,2022fall_41class_team4,otfgeisq,2022-11-14,1,1,1,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-02-10,20,4,2,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2022-01-05,30,17,2,0,0
nrcdefqr,2022fall_41class_team6,cmltaexl,2022-10-28,2,2,2,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-06-27,94,13,3,1,1
bbgdfyjw,skku-coding-platform,fovhdtqk,2022-02-25,12,15,3,2,0
anprrcqo,Calendar,anprrcqo,2021-05-04,0,0,3,0,0
bbgdfyjw,skku-coding-platform,ixdwevda,2021-07-16,20,20,1,0,0
anprrcqo,file_compressor,anprrcqo,2022-02-09,119,55,3,5,1
anprrcqo,file_compressor,anprrcqo,2022-01-31,1,0,1,0,0
anprrcqo,file_compressor,anprrcqo,2022-02-22,1,1,1,0,0
anprrcqo,java_snake,anprrcqo,2021-06-04,17,10,7,0,0
nrcdefqr,2022fall_41class_team7,pwontmnm,2022-11-30,43,61,8,3,0
bbgdfyjw,skku-coding-platform,kvmjcomv,2021-07-22,98,83,1,1,0
anprrcqo,java_snake,anprrcqo,2021-05-31,670,271,22,1,0
anprrcqo,java_snake,anprrcqo,2021-05-27,220,1,1,0,0
bbgdfyjw,skku-coding-platform,bdsajtbw,2021-02-16,93,4,1,0,0
anprrcqo,PS,anprrcqo,2022-05-20,86,0,2,0,0
bbgdfyjw,skku-coding-platform,kvmjcomv,2021-07-16,503,563,2,0,0
nrcdefqr,2022fall_41class_team7,pwontmnm,2022-10-28,574,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-14,85,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-10,151,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-23,69,0,1,0,0
nrcdefqr,2022fall_41class_team7,pwontmnm,2022-11-23,32,49,1,0,0
anprrcqo,PS,anprrcqo,2022-04-20,143,0,1,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-12-01,26050,7492,18,0,0
anprrcqo,PS,anprrcqo,2022-04-19,86,1,2,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-02-01,230,125,2,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-11-30,1000,147,9,0,0
anprrcqo,PS,anprrcqo,2022-03-11,6,6,1,0,0
anprrcqo,PS,anprrcqo,2022-03-25,215,0,1,0,0
anprrcqo,PS,anprrcqo,2022-05-02,115,0,1,0,0
anprrcqo,PS,anprrcqo,2022-03-28,74,0,1,0,0
nrcdefqr,2022fall_41class_team8,nzdampzf,2022-11-17,0,0,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2022-01-09,13,8,2,0,0
anprrcqo,PS,anprrcqo,2022-02-26,108,0,1,0,0
anprrcqo,PS,anprrcqo,2022-04-29,264,0,1,0,0
anprrcqo,PS,anprrcqo,2022-05-15,123,0,1,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-05-19,9821,0,3,0,0
anprrcqo,PS,anprrcqo,2022-04-12,164,0,1,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-05-18,94,35,4,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-05-27,1302,1277,7,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-05-16,1428,2555356,2,0,0
nrcdefqr,2022spring_41class_team6,ynphlbvx,2022-05-12,23655,1,3,1,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2021-06-19,18,2243,3,0,0
anprrcqo,PS,anprrcqo,2022-02-23,55,0,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-08-25,20,12,1,0,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2022-02-19,21,0,1,0,0
anprrcqo,snake_game,anprrcqo,2021-12-19,14859,1082,8,3,1
bbgdfyjw,skku-coding-platform,bdsajtbw,2021-01-28,56,34,1,0,0
evjdkpuk,2019fall_41class_team3,xqxemgpd,2019-11-07,2,2,1,0,0
anprrcqo,System_Programming_Lab,anprrcqo,2021-11-04,21973,20,5,1,0
bbgdfyjw,skku-coding-platform,fovhdtqk,2021-02-07,9912,32976,1,0,0
cmltaexl,test,cmltaexl,2019-05-13,21,0,6,0,0
qdmuyqmx,VideoStream,bjwbfnpn,2022-05-23,37,10,2,0,0
mfupziin,My-BOJ,mfupziin,2021-01-17,156,0,8,0,0
qdmuyqmx,VideoStream,bjwbfnpn,2022-05-24,65,16,3,1,0
mfupziin,My-BOJ,mfupziin,2023-02-22,28,0,1,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2021-07-27,10,1,1,0,0
mfupziin,My-BOJ,mfupziin,2019-05-09,199,0,3,0,0
mfupziin,My-BOJ,mfupziin,2019-12-23,96,0,3,0,0
mfupziin,My-BOJ,mfupziin,2021-01-08,140,0,7,0,0
bbgdfyjw,skku-coding-platform,wkfqtpcc,2021-11-04,6,6,1,0,0
fcaufnhg,SKKU-OSS-TEAM20,pggiixdk,2022-05-20,408,115,2,0,0
mfupziin,My-BOJ,mfupziin,2021-01-12,142,0,9,0,0
fcaufnhg,SKKU-OSS-TEAM20,pggiixdk,2022-05-21,450,160419,6,0,0
mfupziin,My-BOJ,mfupziin,2019-04-19,267,0,1,0,0
fcaufnhg,SKKU-OSS-TEAM20,ciklsoxo,2022-05-20,754,102,10,0,0
mfupziin,My-BOJ,mfupziin,2019-12-25,94,0,1,0,0
mfupziin,My-Codeforces,mfupziin,2019-04-16,2453,3,6,0,0
mfupziin,My-Codeforces,mfupziin,2019-06-13,21,0,1,0,0
fcaufnhg,SKKU-OSS-TEAM20,ciklsoxo,2022-05-16,79,55,1,0,0
mfupziin,static-page,mfupziin,2020-02-26,4233,5422,1,0,0
bbgdfyjw,skkuzzim,fovhdtqk,2023-01-05,127,0,1,0,0
bmoqdkkf,Lab4,bmoqdkkf,2021-09-26,32,9,9,0,0
bmoqdkkf,profile,bmoqdkkf,2021-11-06,118,0,1,0,0
bmoqdkkf,temp,bmoqdkkf,2021-11-23,370,185,33,0,0
tglnnpqf,Airflow-DiscordBotOperator,tglnnpqf,2021-09-12,2,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-03-09,49,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-01-22,111,1,9,0,0
tikgpruy,2021-2nd-OSSP-FinalProject,ivcshfyd,2021-11-24,14,2,1,0,0
tglnnpqf,Algo,tglnnpqf,2022-01-03,0,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2021-01-17,55,0,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-04-12,205,0,3,0,0
tglnnpqf,Algo,tglnnpqf,2022-01-09,121,9,5,0,0
tglnnpqf,Algo,tglnnpqf,2020-04-04,82,0,3,0,0
tglnnpqf,SKKU-Notification-Bot,tglnnpqf,2021-12-23,3,1,1,0,0
tglnnpqf,Algo,tglnnpqf,2021-02-18,216,5,4,0,0
tglnnpqf,Algo,tglnnpqf,2020-04-08,104,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-01-23,94,0,6,0,0
tglnnpqf,Sonins.github.io,tglnnpqf,2022-02-19,3,1,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-04-01,0,0,2,0,0
tglnnpqf,Sonins.github.io,tglnnpqf,2022-01-23,18236,4580,5,0,0
tglnnpqf,Algo,tglnnpqf,2020-01-29,17,0,3,0,0
tglnnpqf,Sonins.github.io,tglnnpqf,2021-11-10,203,1,2,0,0
anfgbhts,car_damage_detection_severity,fuolkogo,2023-02-01,98218,179,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-25,102,0,3,0,0
tglnnpqf,Speech-to-Speech,tglnnpqf,2021-09-22,3,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-08-07,110,0,2,0,0
tglnnpqf,Algo,tglnnpqf,2020-02-06,33,0,1,0,0
anfgbhts,damage_price_estimation,asqertcj,2023-02-03,544448,1056976,3,0,0
lyoywcia,2021-SKKU-study,lyoywcia,2021-06-29,475,9,13,0,0
anfgbhts,repair_method_prediction,fuolkogo,2023-02-05,1197,201,5,0,0
lyoywcia,mongodbtutorial,lyoywcia,2021-09-29,73,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2021-02-14,93,0,1,0,0
tglnnpqf,Algo,tglnnpqf,2020-11-19,11,0,1,0,0
pwiraumb,backEnd_study,pwiraumb,2021-06-28,88124,31,9,0,0
tglnnpqf,Algo,tglnnpqf,2021-02-06,72,2,2,0,0
anfgbhts,SCA_api,fuolkogo,2023-02-11,69,206,5,0,0
tglnnpqf,Algo,tglnnpqf,2020-07-08,75,0,1,0,0
pwiraumb,backEnd_study,pwiraumb,2021-06-29,1887,33,3,0,0
pwiraumb,backEnd_study,pwiraumb,2021-06-27,0,0,1,0,0
tglnnpqf,compiler-PL21,tglnnpqf,2021-06-07,734,4,1,0,0
pwiraumb,backEnd_study,pwiraumb,2021-06-30,50,53,1,0,0
anfgbhts,SCA_api,fuolkogo,2023-02-08,253,36,5,0,0
tglnnpqf,Ingress-controller-benchmark,tglnnpqf,2021-08-06,5,4,3,0,0
tglnnpqf,Ingress-controller-benchmark,tglnnpqf,2021-07-30,11068,8,8,0,0
tglnnpqf,kubelance,tglnnpqf,2022-03-10,119,0,2,0,0
anfgbhts,SCA_api,fuolkogo,2023-02-01,1,1,1,0,0
pwiraumb,card-maker,pwiraumb,2021-08-21,35,20,1,0,0
tglnnpqf,kubelance,tglnnpqf,2022-04-20,149,57,6,0,0
tglnnpqf,kubelance,tglnnpqf,2022-03-16,83,50,2,0,0
tglnnpqf,SKKU-Notification-Bot,tglnnpqf,2021-09-17,151,1,3,0,0
tglnnpqf,SKKU-Notification-Bot,tglnnpqf,2021-09-08,283,153,6,0,0
tglnnpqf,SKKU-Notification-Bot,tglnnpqf,2021-09-13,268,0,2,0,0
pwiraumb,card-maker,pwiraumb,2021-08-20,57,105,1,0,0
pwiraumb,card-maker,pwiraumb,2021-08-18,90,58,1,0,0
tslajkif,ProblemSolving,tslajkif,2022-02-11,1,0,1,0,0
anfgbhts,SCA_application,fuolkogo,2023-01-02,53562,31078,7,0,0
tslajkif,st42597,tslajkif,2022-03-25,1,1,1,0,0
tslajkif,st42597,tslajkif,2022-03-02,10,4,5,0,0
anfgbhts,SCA_application,fuolkogo,2023-02-11,2,2,1,0,0
tslajkif,st42597,tslajkif,2021-11-03,1,1,1,0,0
tslajkif,UNIXProgramming,tslajkif,2021-12-27,5,1,2,0,0
pwiraumb,Coding-Test-Study,fvsfsmqp,2023-01-25,3,4,2,0,0
tslajkif,usaco-kor-solution,tslajkif,2023-01-22,296,15,13,0,0
tslajkif,usaco-kor-solution,tslajkif,2023-01-26,213,33,8,0,0
tslajkif,usaco-kor-solution,tslajkif,2023-02-06,38,7,4,0,0
tslajkif,usaco-kor-solution,tslajkif,2023-01-23,26,0,1,0,0
pwiraumb,Coding-Test-Study,fvsfsmqp,2023-01-10,8,6,1,0,0
tslajkif,willkiss-web,tslajkif,2021-06-27,59180,3,5,0,0
anfgbhts,SCA_web,fuolkogo,2023-02-12,1695,865,6,0,0
pwiraumb,DataAnalysis,pwiraumb,2021-11-24,797,0,3,0,0
anfgbhts,SCA_web,fuolkogo,2022-12-29,34,4,1,0,0
pwiraumb,DataAnalysis,pwiraumb,2021-12-10,119315,0,2,0,0
pwiraumb,DataViz_exercise,pwiraumb,2021-06-30,696,13,9,0,0
pwiraumb,Deep-Learning,pwiraumb,2022-03-23,1596,0,3,0,0
pwiraumb,Deep-Learning,pwiraumb,2022-04-03,116,114,1,0,0
pwiraumb,Deep-Learning,pwiraumb,2022-03-25,581,0,1,0,0
pwiraumb,Deep-Learning,pwiraumb,2022-03-26,698,0,1,0,0
cfgezqnq,OSS_team,vgebbcaa,2021-05-06,4,2,3,1,0
pwiraumb,Django,pwiraumb,2021-12-02,115,0,1,0,0
pwiraumb,Django_Study,pwiraumb,2021-07-01,156257,6,7,0,0
pwiraumb,Dwitter,pwiraumb,2021-07-14,54,48,2,0,0
cfgezqnq,SKKU_TIMETABLE,rmszsjon,2021-05-25,224,300,1,0,0
iwganqic,Final-Project,iwganqic,2021-05-22,48,43,2,0,1
pwiraumb,Dwitter,pwiraumb,2021-08-17,218,10,1,0,0
pwiraumb,Dwitter,pwiraumb,2021-07-23,79,24,2,0,0
iwganqic,SL-skku-stat,iwganqic,2021-04-08,134,0,2,0,0
iwganqic,sth49.github.io,iwganqic,2023-01-30,83951,83723,20,0,0
iwganqic,sth49.github.io,iwganqic,2023-02-02,1,1,1,0,0
iwganqic,sth49.github.io,iwganqic,2023-01-11,5,1,2,0,0
mfxpnfsg,Stolage-frontend,pwjigyki,2021-05-05,1225,859,19,2,0
mfxpnfsg,Stolage-frontend,pwjigyki,2021-05-04,26944,93,1,0,0
xnsgvzyq,design-pattern,kkgolznk,2022-01-04,240,1,2,0,0
xnsgvzyq,tech-seminar,kkgolznk,2022-05-19,1017,0,2,0,0
cggrczaa,2021_OSS,cggrczaa,2021-09-14,7,4,12,0,0
cggrczaa,summermermer.github.io,cggrczaa,2021-11-07,87,0,1,0,0
qgdhkmlm,AI_Hologram_Speaker,qgdhkmlm,2019-04-29,21,6,3,0,0
qgdhkmlm,article_data_manager,qgdhkmlm,2022-08-03,101,10,6,0,0
pwiraumb,Portfolio,pwiraumb,2021-06-26,41,10,1,0,0
qgdhkmlm,b-plus-tree,qgdhkmlm,2020-11-24,152,0,2,0,0
pwiraumb,Portfolio,pwiraumb,2021-07-11,42,0,1,0,0
qgdhkmlm,cache-simulation-with-spim,qgdhkmlm,2021-05-21,174,3,1,0,0
qgdhkmlm,common_sense,qgdhkmlm,2021-12-02,673,515,12,0,0
pwiraumb,React,pwiraumb,2021-07-24,11857,0,1,0,0
qgdhkmlm,common_sense,qgdhkmlm,2021-11-04,3,0,1,0,0
qgdhkmlm,common_sense,qgdhkmlm,2021-11-24,147,0,2,0,0
pwiraumb,React,pwiraumb,2021-07-03,218,180,6,0,0
pwiraumb,React,pwiraumb,2021-07-05,4,2,2,0,0
qgdhkmlm,computer-architecture-study,qgdhkmlm,2020-12-15,2,0,1,0,0
pwiraumb,typescript_motion,pwiraumb,2023-01-11,151,2,1,0,0
pwiraumb,typescript_motion,pwiraumb,2023-01-09,99,9,1,0,0
pwiraumb,typescript_motion,pwiraumb,2023-01-20,143,15,2,0,0
pwiraumb,typescript_motion,pwiraumb,2023-01-06,143,27,1,0,0
pwiraumb,YouTube_Project,pwiraumb,2021-07-13,1,2,1,0,0
pwiraumb,YouTube_Project,pwiraumb,2021-07-21,5,15,1,0,0
pwiraumb,YouTube_Project,pwiraumb,2021-07-25,134,12,1,0,0
efsqxkzn,Team-E,asqertcj,2023-01-28,160755,1399,9,0,0
anfgbhts,Car-Damage-Detetion-Detectron2,asqertcj,2022-11-21,947,1,2,0,0
qgdhkmlm,pipeline-and-branch-prediction-with-spim,qgdhkmlm,2021-05-15,2398,11,1,0,0
qgdhkmlm,SafetyHelmetDetection,qgdhkmlm,2022-05-28,6,3,1,0,0
qgdhkmlm,simple-tcp-chat-application-python,qgdhkmlm,2021-04-05,92,10,4,0,0
qgdhkmlm,sunrisehouse.github.io,qgdhkmlm,2022-11-01,13980,0,1,0,0
qgdhkmlm,sunrisehouse.github.io,qgdhkmlm,2023-01-22,15241,0,1,0,0
